,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
2446,2446,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:43,530,,"#COVID 19
The disaster
We can do nothing just pray and regret what we have done to the nature and so we are getting it back
More and more death cases
I am really thankful to #Every #Doctor Of this World who are treating patients without thinking about theirselves n their family🙏 pic.twitter.com/Rfat4vniot","['#covid', '#every', '#doctor']",[],1.24198E+18,1.24198E+18,GhazalSaxena,Ghazal Singer Rajeev Saxena,6,23,https://twitter.com/GhazalSaxena/status/1249037912978550784,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1241981702940942336', 'username': 'GhazalSaxena'}]",,,,,covid   disast   noth   pray   regret   done   natur   get   back   death   case   realli   thank   everi   doctor   world   treat   patient   without   think   theirselv   n   famili      twitter      rfatvniot  ,1
2447,2447,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:43,530,,"Dedicated to #China
#CCP can get Noble Peace Prize for not firing a single bullet in #worldwar3
#COVID__19 #Corona #ChineseBioterrorism pic.twitter.com/zlGwc7hldn","['#china', '#ccp', '#worldwar3', '#covid__19', '#corona', '#chinesebioterrorism']",[],594500815,594500815,sameerp19,Sameer Panda,6,23,https://twitter.com/sameerp19/status/1249037906485735425,FALSE,5,0,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '594500815', 'username': 'sameerp19'}]",,,,,dedic   china   ccp   get   nobl   peac   prize   fire   sl   bullet   worldwar   covid   corona   chinesebioterror      twitter      zlgwchldn  ,-1
2448,2448,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:43,530,,"It_will take #some_time 🔥🔥?
 Then Time will #give_you_an _ #EXAMPLE
🔥💯.

.
.
#zainsiyal #sahiwal #pakistanihero #covid_19 #CronavirusPakistan #lockdown #LockdownHouseParty #StayHome #dontrushchallenge #SaturdayMorning #gymboy pic.twitter.com/z9IjEdoe1m","['#some_time', '#give_you_an', '#example', '#zainsiyal', '#sahiwal', '#pakistanihero', '#covid_19', '#cronaviruspakistan', '#lockdown', '#lockdownhouseparty', '#stayhome', '#dontrushchallenge', '#saturdaymorning', '#gymboy']",[],1.23765E+18,1.23765E+18,ZainSiyal18,زین سیال 🇵🇰👑,6,23,https://twitter.com/ZainSiyal18/status/1249037878845493248,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1237648633396449287', 'username': 'ZainSiyal18'}]",,,,,take   time   time   give   exampl   zainsiy   sahiw   pakistanihero   covid   cronaviruspakistan   lockdown   lockdownhouseparti   stayhom   dontrushchalleng   saturdaymorn   gymboy      twitter      zijedoem  ,1
2449,2449,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:43,530,,"Ye nahi dekha to kuch nahi dekha #MUST WATCH &SHARE 

#AajTak  Reporter Said Lockdown till ""40 April""

How do they find these idiots?
Or, more importantly, how do these idiots clear school?

#GoodiMedia @ Panun Kashmir  https://www.instagram.com/p/B-2ackMhxGW/?igshid=uyefvvh4c2md …","['#must', '#aajtak', '#goodimedia']",[],8.17943E+17,8.17943E+17,LONES54666914,LONESAKIB عارف حسين,6,23,https://twitter.com/LONES54666914/status/1249037848122134530,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '817942846439358465', 'username': 'LONES54666914'}]",,,,,ye   nahi   dekha   kuch   nahi   dekha   must   watch   share   aajtak   report   said   lockdown   till   april   find   idiot   importantli   idiot   clear   school   goodimedia   panun   kashmir   http   ww   instagram      p   b   ackmhxgw   igshid   uyefvvhcmd  ,1
2450,2450,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:42,530,,"Definitely PM @narendramodi ji, your all plans are too much visionary.
Now a days #JanDhan or #Ujjwala or #PMKisan etc.Plans are how much useful every man can understand. Thanx.

Govt disburses  ₹15,841 cr to 7.92 cr farmers under PM-KISAN during lockdown  https://www.livemint.com/news/india/govt-disburses-rs-15-841-cr-to-7-92-cr-farmers-under-pm-kisan-during-lockdown-11586531531152.html …","['#jandhan', '#ujjwala', '#pmkisan']",[],2524795754,2524795754,RajVermaBJP,राज वर्मा,6,23,https://twitter.com/RajVermaBJP/status/1249037606018363394,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2524795754', 'username': 'RajVermaBJP'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,definit   pm   ji   plan   much   visionari   day   jandhan   ujjwala   pmkisan   etc   plan   much   use   everi   man   understand   thanx   govt   disburs   cr   cr   farmer   pm   kisan   lockdown   http   ww   livemint      news   india   govt   disburs   r   cr   cr   farmer   pm   kisan   lockdown   html  ,1
2451,2451,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:42,530,,"CareClub, a group of individuals across Bangalore, have initiated a fight against spreading of #COVID_19 pandemic by distributing cloth face masks and Ration kit to people who are in need.
#Start the #change, to #volunteer and #support visit  http://www.care-club.org 
#Corona  pic.twitter.com/c9x4kRmShA","['#covid_19', '#start', '#change', '#volunteer', '#support', '#corona']",[],1.24816E+18,1.24816E+18,CareclubB,CareClub_Bangalore,6,23,https://twitter.com/CareclubB/status/1249037527383601153,FALSE,6,3,4,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1248158919475621889', 'username': 'CareclubB'}]",,,,,careclub   group   individu   across   bangalor   initi   fight   spread   covid   pandem   distribut   cloth   face   mask   ration   kit   peopl   need   start   chang   volunt   support   visit   http   ww   care   club   org   corona      twitter      cxkrmsha  ,-1
2452,2452,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:41,530,,"What a lovely thought made in to a picture, We as a nation have full faith in Modi ji, and Modi ji has blessings of Shri Ram, Jai Shri Ram 🙏🙏🙏 #COVID__19 #StayHomeIndia #StayHome #HolySaturday2020 @narendramodi @iPankajShukla @DrRutvij @shailesh_sotta #IndiaFightsCOVID19 pic.twitter.com/txwSlwC687","['#covid__19', '#stayhomeindia', '#stayhome', '#holysaturday2020', '#indiafightscovid19']",[],1.02451E+18,1.02451E+18,Dhaval29691,DhavalParekh,6,23,https://twitter.com/Dhaval29691/status/1249037440666476545,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1024511032570650624', 'username': 'Dhaval29691'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '285101065', 'username': 'iPankajShukla'}, {'user_id': '1110805057', 'username': 'DrRutvij'}, {'user_id': '803181538041012224', 'username': 'shailesh_sotta'}]",,,,,love   thought   made   tur   nation   full   faith   modi   ji   modi   ji   bless   shri   ram   jai   shri   ram   covid   stayhomeindia   stayhom   holysaturday   indiafightscovid      twitter      txwslwc  ,-1
2453,2453,1.24904E+18,1.24901E+18,1.58663E+12,11-04-2020 23:41,530,,"No, genotypic differences should not affect the virulence, particularly in Corona viruses",[],[],86764977,86764977,vipintukur,Vipin M. Vashishtha,6,23,https://twitter.com/vipintukur/status/1249037435540930560,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '86764977', 'username': 'vipintukur'}, {'user_id': '1074211232981241857', 'username': 'AshishP26509103'}]",,,,,genotyp   differ   affect   virul   particularli   corona   viru  ,-1
2454,2454,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:41,530,,"It's alarming. Be #safe at your #home #madhyapradesh has reached 532 cases, 62 today only and #rajasthan has reached 700 cases, 139 today only. 
#stayhome #savelives
#Covid_19 #bihar
#indiafightscorona @ Jehanabad,…  https://www.instagram.com/p/B-2aUlkDQsl/?igshid=qgdqt77spwxa …","['#safe', '#home', '#madhyapradesh', '#rajasthan', '#stayhome', '#savelives', '#covid_19', '#bihar', '#indiafightscorona']",[],517645944,517645944,princekvats,🇮🇳 Prince Vats [प्रिंस वत्स],6,23,https://twitter.com/princekvats/status/1249037429467734017,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '517645944', 'username': 'princekvats'}]",,,,,alarm   safe   home   madhyapradesh   reach   case   today   rajasthan   reach   case   today   stayhom   savel   covid   bihar   indiafightscorona   jehanabad   http   ww   instagram      p   b   aulkdqsl   igshid   qgdqtspwxa  ,1
2455,2455,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:41,530,,@narendramodi Hon’ble Modiji Sir.. My humble request and appeal that this lockdown period is the Right time for “Gangajal Sudh “(Cleaning of Ganga River and other Rivers) and Controlling the contamination of Rivers. Thank you Sir.,[],[],137930356,137930356,ysreedhar,sreedhar,6,23,https://twitter.com/ysreedhar/status/1249037411503542276,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '137930356', 'username': 'ysreedhar'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,hon   ble   modiji   sir   humbl   request   appeal   lockdown   period   right   time   gangaj   sudh   clean   ganga   river   river   control   contamin   river   thank   sir  ,1
2456,2456,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:41,530,,Good Night Quote of the Day ❤️ #quoteoftheday #positivevibes #StaySafe #StayIndoor #CoronaEffect #corona #instagramquotes #quotestoliveby #iwritewhatyoufeel #ilovequotes #delhi #delhites #delhientrepreneurs…  https://www.instagram.com/p/B-2aRzol5xG/?igshid=10k4vs6vbuodu …,"['#quoteoftheday', '#positivevibes', '#staysafe', '#stayindoor', '#coronaeffect', '#corona', '#instagramquotes', '#quotestoliveby', '#iwritewhatyoufeel', '#ilovequotes', '#delhi', '#delhites', '#delhientrepreneurs']",[],192983286,192983286,MusafirSamir,Samir,6,23,https://twitter.com/MusafirSamir/status/1249037332860358658,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '192983286', 'username': 'MusafirSamir'}]",,,,,good   night   quot   day   quoteoftheday   positivevib   staysaf   stayindoor   coronaeffect   corona   instagramquot   quotestolivebi   iwritewhatyoufeel   ilovequot   delhi   delhit   delhientrepreneur   http   ww   instagram      p   b   arzolxg   igshid   kvsvbuodu  ,0
2457,2457,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:41,530,,Please consider my twitt as as important as dealing with corona crises.,[],[],1.24366E+18,1.24366E+18,HemantG24834341,Hemant Gandhi,6,23,https://twitter.com/HemantG24834341/status/1249037304728936448,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1243657851454672896', 'username': 'HemantG24834341'}]",,,,,pleas   consid   twitt   import   deal   corona   crisi  ,-1
2458,2458,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:40,530,,"AIMIM national Spokesperson & Ex MLA Byculla Adv @warispathan and his team is helping out the people by distributing food and also Ration kits who have been affected due to #lockdown in various parts of Mumbai. 

 #StayHome pic.twitter.com/qXXECk69A9","['#lockdown', '#stayhome']",[],1.13871E+18,1.13871E+18,AImtiyazi,Aimim Baba Imtiyazi,6,23,https://twitter.com/AImtiyazi/status/1249037232079429632,FALSE,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1138709449776848896', 'username': 'AImtiyazi'}, {'user_id': '2912585790', 'username': 'warispathan'}]",,,,,aimim   nation   spokesperson   ex   mla   byculla   adv   team   help   peopl   distribut   food   also   ration   kit   affect   due   lockdown   variou   part   mumbai   stayhom      twitter      qxxecka  ,1
2459,2459,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:40,530,,"If MCF is working during the lockdown pls fix the street lights in B Block #sainikcolony Street light near following houses:631,658, 717
666 to street end. Whatsapp sent to your JE Yogesh on 19 mar. @Mcf_Faridabad @mcfaridabad @SeemaTrikha_BJP @mlkhattar",['#sainikcolony'],[],1.16014E+18,1.16014E+18,RupaChaudhary18,Rupa Chaudhary,6,23,https://twitter.com/RupaChaudhary18/status/1249037187082932225,FALSE,0,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1160137928384884736', 'username': 'RupaChaudhary18'}, {'user_id': '955056056358518784', 'username': 'Mcf_Faridabad'}, {'user_id': '754255591023972352', 'username': 'mcfaridabad'}, {'user_id': '2847565867', 'username': 'SeemaTrikha_BJP'}, {'user_id': '295833852', 'username': 'mlkhattar'}]",,,,,mcf   work   lockdown   pl   fix   street   light   b   block   sainikcoloni   street   light   near   follow   hous   street   end   whatsapp   sent   je   yogesh   mar  ,-1
2460,2460,1.24904E+18,1.24899E+18,1.58663E+12,11-04-2020 23:40,530,,What a editor #Covid_19india #coronavirusinindia #IndiaFightCorona #coronavirusUk #CoronavirusOutbreakindia #CoronaVirusItaly #CoronavirusNewYork  pic.twitter.com/lJNwuzpCom pic.twitter.com/7A2uC3Sy5H,"['#covid_19india', '#coronavirusinindia', '#indiafightcorona', '#coronavirusuk', '#coronavirusoutbreakindia', '#coronavirusitaly', '#coronavirusnewyork']",[],9.81753E+17,9.81753E+17,Saurabhmoon8,Official Saurabh Mun,6,23,https://twitter.com/Saurabhmoon8/status/1249037108779466753,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '981753363288084481', 'username': 'Saurabhmoon8'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,editor   covid   india   coronavirusinindia   indiafightcorona   coronavirusuk   coronavirusoutbreakindia   coronavirusitali   coronavirusnewyork      twitter      ljnwuzp      twitter      aucsyh  ,-1
2461,2461,1.24904E+18,1.2487E+18,1.58663E+12,11-04-2020 23:40,530,,Is she back this is for us like a vaccine for Covid 19,[],[],1249675801,1249675801,Jayaram42070186,Jay,6,23,https://twitter.com/Jayaram42070186/status/1249037078622433280,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1249675801', 'username': 'Jayaram42070186'}, {'user_id': '2214872645', 'username': 'anoop_dn'}, {'user_id': '62101279', 'username': 'divyaspandana'}, {'user_id': '758849695', 'username': 'Ramya_FC'}, {'user_id': '3589183696', 'username': 'OnlyRamya'}]",,,,,back   u   like   vaccin   covid  ,0
2462,2462,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:39,530,,Many people still getting no help despite big announcements from the @ImranKhanPTI / @PTIofficial / @UsmanAKBuzdar /@SaniaNishtar . It seems the ehsaas program lacks ehsaas altogether. Feeling ashamed of our government once again #coronavirus #pakistan #EhsaasEmergencyCash https://twitter.com/_merapk/status/1247499058132004864 …,"['#coronavirus', '#pakistan', '#ehsaasemergencycash']",[],2957766715,2957766715,_merapk,Merapk,6,23,https://twitter.com/_merapk/status/1249036876180324352,FALSE,0,0,0,https://twitter.com/_merapk/status/1247499058132004864,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2957766715', 'username': '_merapk'}, {'user_id': '122453931', 'username': 'ImranKhanPTI'}, {'user_id': '127483019', 'username': 'PTIofficial'}, {'user_id': '1030499496558514176', 'username': 'UsmanAKBuzdar'}, {'user_id': '509744485', 'username': 'SaniaNishtar'}]",,,,,mani   peopl   still   get   help   despit   big   announc   sanianishtar   seem   ehsaa   program   lack   ehsaa   altogeth   feel   asham   govern   coronaviru   pakistan   ehsaasemergencycash   http   twitter      merapk   statu  ,1
2463,2463,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:39,530,,"Lockdown khatam hone ke baad annoying logo se deal kaise karogi?
Me:

#RamayanaMemes pic.twitter.com/p2ucf4DnUX",['#ramayanamemes'],[],7.65999E+17,7.65999E+17,whychauhan,Yukti,6,23,https://twitter.com/whychauhan/status/1249036863572070405,FALSE,4,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '765999367568388097', 'username': 'whychauhan'}]",,,,,lockdown   khatam   hone   ke   baad   annoy   logo   se   deal   kais   karogi   ramayanamem      twitter      pucfdnux  ,-1
2464,2464,1.24904E+18,1.24249E+18,1.58663E+12,11-04-2020 23:39,530,,"Today ! #21

Prisoners - Always love this genre! 

#LockDown #StayAtHomeSaveLives pic.twitter.com/lDC9psEPQf","['#lockdown', '#stayathomesavelives']",[],9.35766E+17,9.35766E+17,VIDtweetshere,ᐺﾉり,6,23,https://twitter.com/VIDtweetshere/status/1249036792491151361,FALSE,0,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '935766025508974592', 'username': 'VIDtweetshere'}]",,,,,today   prison   alway   love   genr   lockdown   stayathomesavel      twitter      ldcpsepqf  ,0
2465,2465,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:39,530,,"I am just thinking how Kashmiri was living more than 3 month in lockdown with out internet without telephone without TV  news hence , we have all but cant stay at our home",[],[],322458084,322458084,_QNightwatchman,Qureshi,6,23,https://twitter.com/_QNightwatchman/status/1249036762418221056,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '322458084', 'username': '_QNightwatchman'}]",,,,,think   kashmiri   live   month   lockdown   internet   without   telephon   without   tv   news   henc   cant   stay   home  ,1
2466,2466,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:38,530,,@PMOIndia sir we suffer from Pakistan Mortar shelling in Punch Jammu #LOC in this COVID19 Paindemic Time My Family suffer alot & iam doing duty in hospital for my Nation #coronavirus #COVID__19 #coronavirusinindia #shelling #loc #JammuAndKashmir #4g #Modi,"['#loc', '#coronavirus', '#covid__19', '#coronavirusinindia', '#shelling', '#loc', '#jammuandkashmir', '#4g', '#modileadingtheworld']",[],9.49646E+17,9.49646E+17,Techhealth99,Dr Rabnawaz Khan,6,23,https://twitter.com/Techhealth99/status/1249036692180226048,FALSE,7,4,7,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '949645912795566081', 'username': 'Techhealth99'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,,,,sir   suffer   pakistan   mortar   shell   punch   jammu   loc   covid   paindem   time   famili   suffer   alot   iam   duti   hospit   nation   coronaviru   covid   coronavirusinindia   shell   loc   jammuandkashmir   g   modileadtheworld      twitter      vcywufa  ,1
2467,2467,1.24904E+18,1.24903E+18,1.58663E+12,11-04-2020 23:38,530,,"Washington Post can not dictate us, the world community is knowing that 72 Hur community is spreading covid-19 in India.",[],[],1.07312E+18,1.07312E+18,AjitJha75888104,Ajit 🇮🇳🇮🇳🇮🇳,6,23,https://twitter.com/AjitJha75888104/status/1249036672819269633,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1073121797866848256', 'username': 'AjitJha75888104'}, {'user_id': '268676434', 'username': 'RanaAyyub'}]",,,,,washton   post   dictat   u   world   mun   know   hur   mun   spread   covid   india  ,-1
2468,2468,1.24904E+18,1.24899E+18,1.58663E+12,11-04-2020 23:37,530,,"modiji,please take strong action who break lockdown",[],[],1.24822E+18,1.24822E+18,sushilkumargh12,sushil kumar ghosh,6,23,https://twitter.com/sushilkumargh12/status/1249036477775872002,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1248222781562445824', 'username': 'sushilkumargh12'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,modiji   pleas   take   strong   action   break   lockdown  ,1
2469,2469,1.24904E+18,1.24892E+18,1.58663E+12,11-04-2020 23:37,530,,India is in more crucial phase after lockdown...Many families drained financially.. idea is distribute foods 2 doors  like it is done in general hospitals.Bcz fasting or starving lessens the immune system. So find ways 2 #FeedTheNation instead of essentials & #Social_Distancing,"['#feedthenation', '#social_distancing']",[],84271063,84271063,hemanthchen,Hemanth vishwakarma,6,23,https://twitter.com/hemanthchen/status/1249036436491456514,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '84271063', 'username': 'hemanthchen'}, {'user_id': '41094453', 'username': 'suchetadalal'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '2613904818', 'username': 'FinMinIndia'}, {'user_id': '58243368', 'username': 'nsitharaman'}]",,,,,india   crucial   phase   lockdown   mani   famili   drain   financi   idea   distribut   food   door   like   done   gener   hospit   bcz   fast   starv   lessen   immun   system   find   way   feedthen   instead   essenti   social   distanc  ,1
2470,2470,1.24904E+18,1.24895E+18,1.58663E+12,11-04-2020 23:37,530,,That’s good. But actually we don’t have a proper source to track coronavirus cases in cities like Kalyan-Dombivli or surrounding cities. If we can manage that it will be best.,[],[],1351316072,1351316072,sanketkar07,Sanket Karandikar,6,23,https://twitter.com/sanketkar07/status/1249036429260468224,FALSE,2,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1351316072', 'username': 'sanketkar07'}, {'user_id': '1010175336011706373', 'username': 'StudiosVishan'}, {'user_id': '2799485906', 'username': 'AmhiDombivlikar'}, {'user_id': '1179086802314878976', 'username': 'TimesVishwadeep'}, {'user_id': '978026932020432896', 'username': 'LimbuMirchi'}, {'user_id': '4292878587', 'username': 'Abhikapshikar'}]",,,,,good   actual   proper   sourc   track   coronaviru   case   citi   like   kalyan   dombivli   surround   citi   manag   best  ,-1
2471,2471,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:37,530,Be Best Consultants,"Please don't ignore when you are sick, call to helpline... #BeResponsibleHuman #BewareofCorona
Hats Off To All The Doctors And Nurses 👏
#fightingagainstcorona #Gocorona #Hatsoffdoctors #Healthcareworkers #Covid19 #Lockdown #21daysquarantine pic.twitter.com/mPOwQMNnPj – at Be Best Consultants","['#beresponsiblehuman', '#bewareofcorona', '#fightingagainstcorona', '#gocorona', '#hatsoffdoctors', '#healthcareworkers', '#covid19', '#lockdown', '#21daysquarantine']",[],54473651,54473651,mranganath,Ranganath Mummadi,6,23,https://twitter.com/mranganath/status/1249036411639967744,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '54473651', 'username': 'mranganath'}]",,,,,pleas   ignor   sick   call   helplin   beresponsiblehuman   bewareofcorona   hat   doctor   nurs   fightagainstcorona   gocorona   hatsoffdoctor   healthcarework   covid   lockdown   daysquarantin      twitter      mpowqmnnpj   best   consult  ,1
2472,2472,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:37,530,,"#CMUddhavThackeray 
Great work in fight of Maharashtra against #Corona .
Hope few citizens who think they are over smart will sit at home in this #Lockdownextention
#StayAtHome well done #cmomaharashtra 
Hope we all contribute toward #CMReliefFund
@CMOMaharashtra pic.twitter.com/cEYnSpGG0k","['#cmuddhavthackeray', '#corona', '#lockdownextention', '#stayathome', '#cmomaharashtra', '#cmrelieffund']",[],109468830,109468830,anishdeshmukh,Anish Deshmukh,6,23,https://twitter.com/anishdeshmukh/status/1249036347509178369,FALSE,7,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '109468830', 'username': 'anishdeshmukh'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}]",,,,,cmuddhavthackeray   great   work   fight   maharashtra   corona   hope   citizen   think   smart   sit   home   lockdownextent   stayathom   well   done   cmomaharashtra   hope   contribut   toward   cmrelieffund      twitter      ceynspggk  ,-1
2473,2473,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:37,530,,Covid-19  pic.twitter.com/TGu1DUdoGJ,[],[],147877335,147877335,sss_aviator,Syed Shayan Sultan,6,23,https://twitter.com/sss_aviator/status/1249036318266413056,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147877335', 'username': 'sss_aviator'}]",,,,,covid      twitter      tgududogj  ,-1
2474,2474,1.24904E+18,1.24904E+18,1.58663E+12,11-04-2020 23:37,530,Be Best Consultants,"Please don't ignore when you are sick, call to helpline... #BeResponsibleHuman #BewareofCorona
Hats Off To All The Doctors And Nurses 👏
#fightingagainstcorona #Gocorona #Hatsoffdoctors #Healthcareworkers #Covid19 #Lockdown #21daysquarantine pic.twitter.com/FNmXL63ugw – at Be Best Consultants","['#beresponsiblehuman', '#bewareofcorona', '#fightingagainstcorona', '#gocorona', '#hatsoffdoctors', '#healthcareworkers', '#covid19', '#lockdown', '#21daysquarantine']",[],54473651,54473651,mranganath,Ranganath Mummadi,6,23,https://twitter.com/mranganath/status/1249036308812464129,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '54473651', 'username': 'mranganath'}]",,,,,pleas   ignor   sick   call   helplin   beresponsiblehuman   bewareofcorona   hat   doctor   nurs   fightagainstcorona   gocorona   hatsoffdoctor   healthcarework   covid   lockdown   daysquarantin      twitter      fnmxlugw   best   consult  ,1
